#OTU ID	10781.Cage22.female.Qa7	10781.Cage50.female.Qa20	10781.Cage16.male.WT26	10781.Cage15.male.WT23	10781.Cage14.male.WT19	10781.Cage51.female.Qa26	10781.Cage14.male.WT17	10781.Cage6.male.WT14	10781.Cage55.male.Qa33	10781.Cage16.male.WT28	10781.Cage6.male.WT13	10781.Cage22.female.Qa9	10781.Cage16.male.WT30	10781.Cage23.female.Qa10	10781.Cage10.male.Qa2	10781.Cage58.female.WT20	10781.Cage1.female.WT1	10781.Cage4.female.WT9	10781.Cage57.female.WT14	10781.Cage2.male.WT5	10781.Cage4.female.WT7	10781.Cage20.male.Qa9	10781.Cage2.male.WT2	10781.Cage22.female.Qa8	10781.Cage6.male.WT12	10781.Cage16.male.WT29	10781.Cage6.male.WT15	10781.Cage14.male.WT16	10781.Cage24.male.Qa15	10781.Cage14.male.WT18	10781.Cage45.male.Qa22	10781.Cage21.male.Qa13	10781.Cage15.male.WT22	10781.Cage15.male.WT25	10781.Cage16.male.WT27	10781.Cage49.female.Qa15	10781.Cage50.female.Qa21	10781.Cage21.male.Qa14	10781.Cage11.male.Qa5	10781.Cage22.female.Qa6	10781.Cage56.female.Qa29	10781.Cage2.male.WT3	10781.Cage56.female.Qa31	10781.Cage20.male.Qa12	10781.Cage47.male.Qa26	10781.Cage4.female.WT6	10781.Cage2.male.WT4	10781.Cage57.female.WT15	10781.Cage4.female.WT8	10781.Cage10.male.Qa4	10781.Cage58.female.WT21	10781.Cage44.female.Qa11	10781.Cage10.male.Qa3	10781.Cage46.female.Qa14	10781.Cage9.female.Qa1	10781.Cage61.male.WT35	10781.Cage48.male.Qa28	10781.Cage14.male.WT20	10781.Cage20.male.Qa11	10781.Cage47.male.Qa25	10781.Cage4.female.WT10	10781.Cage50.female.Qa19	10781.Cage5.female.WT11	10781.Cage43.male.Qa19	10781.Cage57.female.WT16	10781.Cage59.female.WT24	10781.Cage52.male.Qa33	10781.Cage1.female.WT3	10781.Cage1.female.WT4	10781.Cage44.female.Qa12	10781.Cage59.female.WT23	10781.Cage9.female.Qa2	10781.Cage6.male.WT11	10781.Cage11.male.Qa8	10781.Cage49.female.Qa18	10781.Cage3.male.WT6	10781.Cage58.female.WT19	10781.Cage3.male.WT10	10781.Cage51.female.Qa24	10781.Cage24.male.Qa16	10781.Cage17.female.WT13	10781.Cage45.male.Qa21	10781.Cage54.female.Qa28	10781.Cage15.male.WT21	10781.Cage48.male.Qa30	10781.Cage3.male.WT8	10781.Cage49.female.Qa16	10781.Cage60.male.WT33	10781.Cage50.female.Qa22	10781.Cage11.male.Qa6	10781.Cage22.female.Qa5	10781.Cage9.female.Qa3	10781.Cage48.male.Qa27	10781.Cage59.female.WT22	10781.Cage44.female.Qa13	10781.Cage10.male.Qa1	10781.Cage1.female.WT5	10781.Cage1.female.WT2	10781.Cage57.female.WT17	10781.Cage52.male.Qa32	10781.Cage9.female.Qa4	10781.Cage43.male.Qa18	10781.Cage47.male.Qa24	10781.Cage47.male.Qa23	10781.Cage20.male.Qa10	10781.Cage2.male.WT1	10781.Cage48.male.Qa29	10781.Cage61.male.WT34	10781.Cage18.male.WT31	10781.Cage11.male.Qa7	10781.Cage49.female.Qa17	10781.Cage60.male.WT32	10781.Cage50.female.Qa23	10781.Cage53.female.Qa27	10781.Cage3.male.WT9	10781.Cage45.male.Qa20	10781.Cage24.male.Qa17	10781.Cage17.female.WT12	10781.Cage51.female.Qa25	10781.Cage58.female.WT18	10781.Cage3.male.WT7
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Zoogloea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	99.0	95.0	39.0	0.0	0.0	137.0	0.0	0.0	67.0	86.0	0.0	4.0	119.0	319.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	75.0	0.0	5.0	0.0	59.0	0.0	0.0	92.0	0.0	112.0	59.0	0.0	0.0	60.0	182.0	123.0	96.0	8.0	51.0	141.0	0.0	79.0	61.0	11.0	0.0	0.0	0.0	0.0	12.0	0.0	44.0	24.0	216.0	25.0	0.0	16.0	0.0	7.0	23.0	0.0	80.0	0.0	86.0	0.0	0.0	9.0	0.0	0.0	106.0	0.0	21.0	0.0	53.0	93.0	0.0	0.0	0.0	18.0	9.0	0.0	10.0	15.0	0.0	104.0	0.0	68.0	0.0	86.0	0.0	335.0	52.0	161.0	0.0	61.0	29.0	0.0	0.0	0.0	87.0	5.0	26.0	14.0	10.0	92.0	0.0	0.0	0.0	0.0	3.0	54.0	0.0	18.0	2.0	0.0	1.0	64.0	0.0	26.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Endozoicimonaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	5.0	0.0	29.0	0.0	0.0	4.0	0.0	0.0	5.0	8.0	5.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	15.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	30.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	36.0	7.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	29.0	2.0	0.0	0.0	11.0	0.0	0.0	3.0	0.0	0.0	9.0	8.0	13.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	12.0	0.0	0.0	11.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma	3.0	0.0	13.0	1.0	2.0	0.0	4.0	0.0	13.0	10.0	15.0	1.0	0.0	5.0	0.0	2.0	3.0	0.0	14.0	7.0	0.0	40.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	3.0	11.0	0.0	4.0	0.0	10.0	2.0	10.0	12.0	7.0	0.0	0.0	0.0	0.0	12.0	6.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	3.0	3.0	1.0	27.0	9.0	3.0	5.0	17.0	0.0	2.0	0.0	5.0	0.0	62.0	2.0	9.0	5.0	12.0	22.0	0.0	5.0	8.0	4.0	2.0	0.0	0.0	5.0	3.0	5.0	7.0	5.0	0.0	0.0	1.0	1.0	18.0	0.0	12.0	2.0	0.0	3.0	1.0	2.0	6.0	0.0	0.0	58.0	4.0	18.0	22.0	1.0	28.0	18.0	20.0	0.0	0.0	13.0	2.0	6.0	21.0	3.0	2.0	0.0	2.0	2.0	2.0	0.0	3.0	2.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__	2.0	4.0	3.0	10.0	8.0	0.0	10.0	79.0	1.0	1.0	27.0	0.0	4.0	28.0	9.0	11.0	4.0	0.0	10.0	19.0	0.0	13.0	16.0	0.0	13.0	2.0	81.0	0.0	4.0	11.0	25.0	7.0	11.0	6.0	4.0	12.0	11.0	11.0	24.0	7.0	2.0	8.0	3.0	9.0	3.0	0.0	86.0	7.0	0.0	3.0	10.0	8.0	2.0	1.0	2.0	46.0	0.0	10.0	3.0	6.0	1.0	7.0	0.0	11.0	4.0	30.0	2.0	9.0	5.0	6.0	24.0	3.0	23.0	11.0	2.0	50.0	54.0	48.0	1.0	4.0	1.0	15.0	5.0	3.0	1.0	56.0	1.0	82.0	1.0	28.0	2.0	0.0	11.0	11.0	0.0	0.0	3.0	0.0	5.0	0.0	4.0	31.0	13.0	21.0	10.0	47.0	4.0	22.0	32.0	9.0	3.0	9.0	3.0	6.0	41.0	4.0	13.0	5.0	1.0	10.0	17.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	0.0	3.0	0.0	560.0	55.0	0.0	94.0	22.0	0.0	18.0	49.0	0.0	156.0	4.0	4.0	505.0	746.0	23.0	116.0	16.0	439.0	0.0	36.0	0.0	373.0	30.0	43.0	802.0	1.0	273.0	5.0	0.0	33.0	26.0	7.0	48.0	3.0	0.0	0.0	0.0	0.0	480.0	0.0	0.0	2.0	56.0	116.0	132.0	14.0	5.0	894.0	0.0	4.0	0.0	2.0	62.0	9.0	144.0	0.0	0.0	223.0	0.0	0.0	0.0	114.0	518.0	14.0	203.0	479.0	0.0	384.0	3.0	55.0	0.0	15.0	1.0	1180.0	19.0	0.0	0.0	63.0	48.0	18.0	8.0	27.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	38.0	1003.0	0.0	9.0	334.0	275.0	31.0	0.0	6.0	0.0	0.0	0.0	1.0	134.0	0.0	151.0	0.0	1.0	0.0	0.0	1.0	0.0	91.0	129.0	2.0	12.0	0.0	483.0	8.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
