#OTU ID	10781.Cage2.male.WT4	10781.Cage2.male.WT5	10781.Cage3.male.WT6	10781.Cage1.female.WT1	10781.Cage1.female.WT2	10781.Cage1.female.WT3	10781.Cage1.female.WT4	10781.Cage1.female.WT5	10781.Cage2.male.WT1	10781.Cage2.male.WT2	10781.Cage2.male.WT3	10781.Cage4.female.WT10	10781.Cage5.female.WT11	10781.Cage6.male.WT11	10781.Cage3.male.WT7	10781.Cage3.male.WT8	10781.Cage3.male.WT9	10781.Cage3.male.WT10	10781.Cage4.female.WT6	10781.Cage4.female.WT7	10781.Cage4.female.WT8	10781.Cage4.female.WT9	10781.Cage6.male.WT12	10781.Cage6.male.WT13	10781.Cage6.male.WT14	10781.Cage6.male.WT15	10781.Cage12.male.Ja1	10781.Cage14.male.WT18	10781.Cage14.male.WT19	10781.Cage14.male.WT20	10781.Cage12.male.Ja2	10781.Cage12.male.Ja3	10781.Cage12.male.Ja4	10781.Cage13.male.Ja5	10781.Cage13.male.Ja6	10781.Cage13.male.Ja7	10781.Cage14.male.WT16	10781.Cage14.male.WT17	10781.Cage16.male.WT29	10781.Cage16.male.WT30	10781.Cage17.female.WT12	10781.Cage15.male.WT21	10781.Cage15.male.WT22	10781.Cage15.male.WT23	10781.Cage15.male.WT24	10781.Cage15.male.WT25	10781.Cage16.male.WT26	10781.Cage16.male.WT27	10781.Cage16.male.WT28	10781.Cage17.female.WT13	10781.Cage18.male.WT31	10781.Cage25.female.Ja1	10781.Cage26.female.Ja10	10781.Cage27.male.Ja8	10781.Cage27.male.Ja9	10781.Cage25.female.Ja2	10781.Cage25.female.Ja3	10781.Cage25.female.Ja4	10781.Cage25.female.Ja5	10781.Cage26.female.Ja6	10781.Cage26.female.Ja7	10781.Cage26.female.Ja8	10781.Cage26.female.Ja9	10781.Cage27.male.Ja10	10781.Cage28.male.Ja11	10781.Cage28.male.Ja12	10781.Cage28.male.Ja13	10781.Cage29.male.Ja14	10781.Cage29.male.Ja15	10781.Cage29.male.Ja16	10781.Cage58.female.WT21	10781.Cage59.female.WT22	10781.Cage59.female.WT23	10781.Cage57.female.WT14	10781.Cage57.female.WT15	10781.Cage57.female.WT16	10781.Cage57.female.WT17	10781.Cage58.female.WT18	10781.Cage58.female.WT19	10781.Cage58.female.WT20	10781.Cage59.female.WT24	10781.Cage59.female.WT25	10781.Cage60.male.WT32	10781.Cage60.male.WT33	10781.Cage61.male.WT34	10781.Cage61.male.WT35
648.1112;11.2897	88.86296324	119.8919334	0	699.9577022	652.0272832	1564.769745	456.3507124	187.1745909	0	0	268.9314116	441.063143	347.9099255	275.539846	390.9486402	493.2818248	542.755531	513.8927347	400.5811885	410.8206386	575.4547304	668.2724108	0	0	406.5979262	1075.354456	231.0231018	416.4007391	237.4815922	213.9262319	967.1739951	1159.865962	1232.272682	831.7784121	360.3032674	590.9603726	617.7340402	349.2461353	283.930081	0	391.4245583	263.6313964	329.1082173	0	730.9667645	553.9424624	35.51452915	0	278.0301182	519.6154517	742.4122527	1071.072334	0	153.1496936	122.0895748	494.2896108	513.9038417	959.2101772	0	248.9082209	143.1056963	61.43053142	0	159.874287	340.1596773	428.196006	434.3879932	46.79485766	319.8002624	435.1682316	66.78769092	0	0	0	0	0	0	0	97.03655744	0	61.03304946	0	0	0	138.7936915	287.9351608
667.7929;11.608	113.4514229	301.511549	0	1098.631097	943.3564194	2293.84205	642.1784521	491.7661464	0	0	182.2294055	629.2584704	432.3673048	329.2681071	517.1385702	696.6361266	807.7766408	695.2088045	518.1421519	592.2293986	755.9383529	963.6789534	0	0	268.0084732	1481.935338	305.4558775	540.506055	0	133.1204457	1572.551768	1791.828223	931.9127396	1229.240687	560.4147341	905.0669194	925.7164493	163.301625	191.3665265	2404.375618	581.2864233	365.3444408	267.0671776	1273.587261	907.8703494	751.8409396	93.90085701	0	604.6217242	737.1994103	1106.183556	1476.750784	0	127.6910982	257.0411061	670.9745395	640.3928248	1433.707871	131.8194136	353.0121759	173.407914	124.4652028	0	352.2868051	301.4583036	554.5985627	499.16214	456.0123173	471.3100437	722.7497506	232.602207	114.1339345	88.84579486	167.4195263	0	0	165.6796107	202.4770057	115.8928313	170.7593731	158.3440928	75.94020906	87.82475973	145.2054193	185.6007319	0
687.139;11.9317	191.7871071	218.431133	71.77602044	1248.262721	1093.602269	2460.38543	491.2207979	628.4802774	0	194.4754438	401.3432354	665.8572489	455.8232503	421.6749889	421.1226094	632.8552775	883.1182346	812.9226284	625.1946472	628.5425081	931.2479231	1154.402641	0	0	377.8951832	1579.310175	331.214663	636.0347874	188.0992852	343.6995869	1914.760145	2235.704611	2163.89412	1625.822086	685.1766128	927.8438151	1114.260676	589.4178829	463.1156847	0	608.6593283	407.640062	475.3957559	0	1123.873058	801.5380586	317.4589365	0	632.8668905	788.3849356	1197.877438	1445.654335	0	165.4624018	236.9559572	711.6260375	663.6383457	1762.595187	53.92246509	371.9768746	208.0569437	130.4651423	0	346.684779	427.1496027	555.5091616	545.2183086	474.8634779	487.0669397	700.1386708	73.12411453	0	106.8864056	99.21515275	0	0	0	113.7050426	0	0	64.70254609	0	0	0	121.8116925	288.8755936
665.8056;11.5887	272.4258337	160.7779316	169.5070836	631.9843097	532.5425158	1349.503312	445.3117747	309.4441681	0	0	224.0570267	411.2121656	212.3411623	267.1670643	323.3808991	119.0617307	486.0863398	463.7372861	387.4365493	341.2691507	486.8834388	526.4786988	0	0	383.2175788	850.5209854	220.0791484	439.202485	108.8346294	243.6728595	969.1006951	1187.551478	1029.061155	822.0727291	408.8396287	585.1654733	662.9290703	354.0184229	385.553196	0	0	296.5896028	296.480052	881.7021693	328.6828543	549.271311	133.2784713	0	153.9313877	401.5912544	562.3046411	696.9829825	0	29.04984641	92.82113118	321.9353326	330.8294028	768.0410773	0	191.1294623	103.2338952	65.82019147	0	176.9951401	119.8157371	343.655952	296.884164	94.79764072	232.4622028	342.7654649	96.62908739	67.2057478	98.56539723	53.37848573	0	0	0	70.41528333	67.87697893	0	62.46126765	0	0	0	102.7079917	252.8764577
166.0866;1.1236	64299.05878	53793.85955	43616.70638	55438.35519	41237.28926	27131.18908	58189.38854	80039.04035	66414.6181	72084.52009	49406.92266	36319.27604	80254.28003	49509.92971	53103.37957	55794.36484	45941.66212	61591.73027	43683.43127	62287.46577	49933.11237	54672.5669	43258.7781	81046.80006	43389.25187	42146.99723	48352.88078	26133.16679	32308.25988	28634.12411	33397.59023	16599.82905	18840.28015	23284.05631	31123.31902	36640.16252	19957.76696	50884.64987	17658.70802	0	34316.69579	28819.76645	24872.08475	20831.09748	31436.8847	34729.61324	0	17691.80936	20179.36633	26563.54037	27381.74466	24962.19836	49287.172	43871.79648	38809.63243	48549.99246	32384.30287	20865.53315	43828.99891	65329.2347	52207.9466	58482.25866	37251.85252	49202.03108	43837.1397	35075.4786	49955.28354	35191.58764	55226.63478	0	45703.98787	70480.84002	0	0	0	28037.02081	43498.16503	42714.04023	0	0	0	36976.51103	37995.23505	51129.16564	45236.03243	42976.70133
441.3734;7.5376	12915.08701	10230.17771	51.60865699	27858.58437	12601.88579	22543.80236	11909.86207	11142.11051	5644.509831	1831.542713	10512.44106	10066.89539	7652.17648	4266.097375	6343.938379	16016.64341	15240.18533	14126.55096	10769.43761	5964.337084	6147.106785	12742.47684	7422.240121	3355.934117	8966.906711	12272.18627	3583.731255	14331.34379	2984.661099	3988.84263	11814.22251	10761.99668	26268.92895	7375.081668	10374.19461	16759.84146	14109.75977	14347.51725	8603.42338	0	4138.543029	6482.137534	8493.255257	11698.96425	16953.60495	17217.24162	161.1376176	12095.13905	5864.88035	11443.90183	6299.636614	2968.274324	9424.239952	4600.854157	2889.466754	17796.66338	11998.72793	23058.12364	12309.05881	5904.106816	3772.289895	2562.345491	7469.66577	5942.481968	19580.11556	16708.44725	13017.62632	8098.248086	4749.730979	6961.70492	341.034124	480.9999973	366.7628364	3740.047184	484.3568831	229.0532613	391.6405718	498.0706734	12841.61057	505.6553864	193.3129355	19163.23661	462.6637747	722.9036439	121.4127751	262.5351046
279.0914;3.3619	14644.87351	4266.641257	7396.708578	15649.00557	10300.14619	27598.53627	15844.8401	5496.353594	4351.819972	25743.47509	4572.418021	11984.72244	6836.335877	7156.131312	6723.0226	15773.57978	10555.21076	12608.54297	13580.832	7211.446947	7471.235205	13485.93277	6177.855709	5540.935424	16346.9238	14457.86708	8554.60855	15478.21797	8160.537827	12280.73745	11828.36014	14132.57964	24650.966	8892.710852	9442.122751	15696.89976	15872.17668	7165.128249	15896.76791	254014.6545	8354.511357	9544.400039	8767.885321	127245.4111	15913.24457	15627.09942	4404.234328	9146.807731	10677.01816	12107.88832	9897.46518	18518.3451	13213.81425	4781.704717	8891.431821	12875.20594	8838.891987	26773.36856	13337.95525	4762.072357	4060.597559	3337.383225	4861.571244	6755.272608	12716.56326	10167.8722	11526.52797	9799.995142	5780.947442	7557.174335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337.2355;5.8572	8664.415947	13319.52419	2015.497474	2288.028753	1766.719368	2168.822537	4857.007338	99.50287484	109.6679588	6035.139785	419.8198166	2091.410366	3702.762228	12807.63973	8605.52282	3131.214614	4303.319935	4270.700656	2126.252839	7996.517013	1627.232423	3479.499073	13566.04302	3110.730688	1147.446315	3564.188133	16514.23831	2699.975811	1124.689881	1365.718417	12580.4583	5810.008243	4982.040655	6835.003126	12164.11425	4305.55866	2351.178345	15585.83039	1201.96847	0	3143.790413	1273.553833	1266.914929	697.0253313	2795.833691	2573.339556	15707.02944	3341.194121	2127.2578	1600.370945	2035.017012	4806.827832	7728.740493	17866.79423	1911.741784	2221.759525	1989.925692	1958.707706	4637.954182	6931.452261	9639.451436	11272.26157	20928.38024	11114.22007	2916.145774	3287.682771	4154.224887	2142.264125	8088.019112	1667.584185	62.68255193	64.68492572	0	117.5626479	0	0	0	0	0	0	0	0	0	0	69.14839356	0
297.2426;5.8607	7498.60546	12966.66376	1230.084703	1859.544957	1319.10037	1836.565927	3601.724126	4394.034452	6830.875911	5018.277109	14611.67501	1451.519391	2918.277977	9129.43914	6826.326562	2386.016472	2644.106144	2832.406946	1553.217988	5676.462878	1120.144062	2589.433763	10287.65874	1788.164375	954.0575159	2512.144125	12274.06438	2101.455874	885.3418421	852.2045177	8822.610287	3892.465134	4149.178401	4307.515817	8737.995038	3319.219101	1725.063292	10825.70281	1051.068207	0	2090.169198	1019.549801	923.1983173	603.7963557	2186.517552	2055.288853	11775.18055	2137.614082	1360.617998	1081.058893	1105.603151	2649.361277	6047.196488	12439.6868	1287.099634	1886.24409	1176.862647	1345.044989	3816.5495	4437.224118	6697.854993	7992.102442	14618.53326	7732.683014	2272.997879	1787.632569	2867.100958	1340.084412	4793.277421	1004.12669	60.6435372	0	0	54.76959376	0	0	0	0	0	0	0	0	0	0	75.25911577	0
281.248;6.9251	7345.419379	13305.4434	834.2897801	2469.828264	648.0132221	1877.187388	3634.364806	5122.25755	6736.268828	6118.256794	15684.58208	832.1734777	3544.596264	8203.600394	7379.336627	2361.911972	1370.401334	2707.25307	2177.876596	7800.986787	629.2117164	2622.830305	9618.674438	1228.140637	1898.083247	1726.679025	14314.39188	1760.627532	872.0403382	888.2615178	14751.26172	6745.499738	7407.964058	6000.713568	13453.83832	4105.877576	2432.097576	17328.17664	1270.90777	0	2466.155652	846.2928681	910.2489721	2386.716853	1624.106628	1468.179324	15871.12817	1487.082616	1061.140795	667.5002199	531.0667946	732.6276831	7854.604227	12411.6514	895.8636946	1991.354679	433.1656995	2888.279881	4905.227626	5729.83769	7212.054793	9700.205676	16680.13081	8137.761874	2116.512806	829.7489538	2894.219147	1832.459737	8358.537007	616.333511	69.36908009	0	0	0	0	71.10032399	0	0	0	0	55.74757431	0	0	0	80.56670395	0
632.7075;4.5995	5788.455999	0	1280.97033	0	0	0	0	322.5131645	0	1050.05502	0	103.6829299	402.0780895	5478.666	9498.543958	1056.846729	324.777597	265.5742006	275.3529935	246.0598209	93.15640352	154.3584805	5730.927429	319.9031685	170.6309704	99.43606981	43.2639174	0	0	0	61.20662191	0	0	0	54.51975471	0	0	1023.848445	0	0	0	0	0	0	0	0	4057.521357	284.4657361	80.37143957	0	0	0	2830.829439	1895.899453	47.69963102	0	0	0	0	106.8852924	783.225457	671.4982238	1076.25305	7666.025069	459.1877277	64.56531204	0	0	134.6048047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120.081;1.1445	19475.41548	11195.27658	11904.44708	16232.39874	12026.94506	8102.521439	16935.26563	23246.71444	19130.1623	21678.73395	10344.01028	11083.35478	24387.24952	14894.99515	15318.84557	16727.50298	13523.84179	18032.36058	13026.93181	20238.57699	16570.44827	16551.32927	14896.17288	26689.62642	13514.83466	12969.07757	14364.01227	8139.903567	0	8859.877238	9825.446226	4938.205165	5740.453843	6909.174792	8836.697866	10854.43676	6014.735787	18569.62087	5252.629279	0	10036.30472	8762.909396	7636.81098	6327.311988	9548.32113	10274.8029	0	5299.232504	5948.551962	7571.732969	8037.893964	7322.686589	15485.01706	13830.77504	12204.54429	15061.27319	10228.03785	6562.510015	13695.4492	20274.3199	16559.53282	18467.00563	11693.97741	14983.20747	13550.89334	11059.98563	16104.49335	11195.80639	17631.56767	16529.02275	15340.96752	22150.57155	14259.99381	6767.110954	11890.53518	8881.890131	13690.53433	13052.44271	22518.53122	16577.45305	13472.9951	11677.94879	11754.18712	0	15062.0841	11917.47185
279.232;5.8441	5280.802311	9355.584459	888.5454258	1277.269465	939.9941055	1210.297821	2549.344569	3032.637828	4805.160288	3653.058484	10442.12986	994.1138161	2022.150921	6264.748421	4749.513739	1697.414876	1782.691435	2046.390066	1029.731371	4008.276386	788.0504546	1747.314896	7650.106874	1384.794519	644.3472178	1718.271098	8623.454023	1498.85669	623.3102332	589.3677808	6061.314092	2732.24237	2843.21142	2938.306665	6016.478925	2233.91042	1167.277091	7955.117016	786.8253796	0	1493.717768	698.8106452	659.4862449	0	1521.311878	1390.908229	8203.573864	1518.616761	966.3779698	691.5723833	715.1713146	2037.253217	4430.335157	9065.478179	915.0314652	1395.200267	880.495833	1095.093585	2941.592861	3315.258804	4863.880982	5923.761053	11307.26557	5517.330443	1699.178091	1575.64283	2087.879467	954.5383282	3652.641797	695.8285321	72.9543205	83.14598401	64.89216354	150.5350803	0	0	0	0	59.4377635	0	39.93436455	49.53779442	0	0	68.85877066	0
182.0811;0.5443	15394.76722	10721.95216	13344.21097	15340.3102	13490.57335	9386.536446	16482.52652	16755.61126	12881.34125	18623.22983	8829.404042	12846.51121	19589.7587	11745.00194	12105.01783	17337.78308	13858.41665	17015.186	12118.34064	15529.72652	13870.17228	16684.92204	10550.37081	20758.04846	16524.84295	13949.12798	12207.62665	10417.88906	9845.476662	11493.94808	9186.917587	6452.601431	6754.081956	7526.195194	7195.204654	11921.00626	7387.354616	12541.77081	8322.683042	0	9334.128631	10037.3351	8285.893726	10055.29601	11918.66657	11808.26183	10522.61924	8399.342125	8079.321112	12423.46944	10979.14053	10709.05861	17066.83044	10589.45596	14823.95854	18058.23626	13807.22471	10285.58956	16181.05746	19689.57088	14649.16485	14652.94232	10931.6247	13110.50128	17900.80546	15118.47691	20035.49103	14776.93988	16651.47109	17310.59604	19635.49705	25381.16026	18081.26423	6796.067505	19056.62565	12558.68	18392.10733	17441.49813	25404.63532	20310.68618	15889.651	14751.0755	15205.0084	18835.93028	17387.3214	16604.95743
375.6936;2.9774	3768.351568	3907.479459	145.1524771	104.1775694	121.850246	0	81.58581746	347.0806262	2420.358602	1501.654067	3253.096655	139.457202	413.9377527	6485.733146	6149.569518	182.597744	130.2373182	123.4578787	77.58169898	270.9115258	198.7646571	77.16891636	4718.240229	414.3133717	163.2041111	92.46712456	414.2157252	80.72701853	85.07527484	133.0756104	452.708572	0	0	52.1304717	743.7479342	161.563587	0	880.1816754	0	0	91.48610421	92.44389147	109.9341495	0	110.1393213	118.7746257	2963.71876	0	0	89.66327853	62.56212955	42.12618307	2394.287773	1863.86564	111.923283	79.20466327	58.96775961	0	44.11845381	263.6909085	1168.654795	744.5273424	1296.061821	5670.441856	139.8535291	95.30223569	120.9723593	101.7599752	249.3633167	139.8076351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502.2518;3.2341	4829.4697	36.31598727	0	0	0	0	0	249.1199141	2443.963567	770.1933694	2130.644912	0	737.9415772	9077.824005	14140.66705	0	0	0	0	615.167536	0	0	8008.082459	614.9538816	0	0	30.42763652	0	0	0	0	0	0	0	47.9375218	0	0	1014.394745	0	0	0	0	0	0	0	0	3896.29836	0	0	0	0	0	2989.124547	1957.3414	0	45.9611626	42.45157869	0	0	445.5929509	1225.132181	756.2122702	1385.412916	11452.57486	0	0	0	53.54605361	469.4371483	70.24360962	95.58388191	0	0	0	0	56.11698085	0	87.12101975	103.0125457	0	50.11525172	0	0	0	0	0
150.0586;0.4058	7336.812694	5670.886995	9837.869678	8104.707762	8641.838837	5007.258961	7695.752218	10875.13235	8057.633607	16030.59218	4470.616403	7610.399029	12035.70491	5282.386501	5475.143989	10204.90785	6429.798295	9145.022346	4740.784835	8441.906504	9494.283147	8690.984745	4390.366567	12723.12366	12400.66062	7528.347687	6205.368298	4785.050589	6342.65389	6536.071433	2887.981927	2393.242944	2758.266944	2748.17787	2401.034146	4607.866556	3210.491626	5512.797615	3381.765781	0	4154.980405	5913.925985	5547.470693	6475.344672	5500.117912	5258.070579	5001.028142	2460.620481	2893.534808	5944.13887	4604.363416	5131.77275	6780.889622	5016.038811	9529.208995	7943.621135	7433.654314	4253.213517	6152.148662	8890.002674	7278.520397	8080.873478	4414.023056	4631.145459	8474.420819	5500.491601	8489.228724	7552.837354	6489.681816	8980.697895	6980.714814	8467.74215	6824.772779	2790.787987	9589.799245	6305.113971	8498.813076	6347.524593	9837.444481	9611.61587	8085.769094	6844.662075	7585.283824	9762.601617	10756.97737	8687.463577
175.1179;0.2956	8182.509778	4544.032397	1240.531901	1695.631904	2545.240113	2946.981313	2599.018007	6015.143951	6759.995775	24064.18981	2628.686649	1048.998356	5541.118821	3583.203269	3525.24636	2362.160795	1415.568029	1850.595978	1729.472232	4312.63602	1079.716478	1277.755218	3640.857482	2172.631047	3442.676208	1356.871764	2851.606867	3556.908483	1938.616331	1050.183091	1790.869687	540.7588112	1140.924228	350.5650421	1596.561481	1164.353596	516.1937936	7475.31273	1138.944202	0	818.69527	2123.50764	2439.271732	22652.58946	4323.204242	5610.495702	9653.253053	524.0734728	596.2484014	1009.345843	747.4273404	213.9534282	9340.92139	4955.266037	2053.903975	2060.334308	2234.616971	2639.691497	2245.479057	5287.825439	6061.338347	7906.421595	2924.762744	4348.431729	2930.109313	1760.157957	2251.639699	1660.341814	5169.702023	1548.523884	3115.804305	4379.297123	2189.825568	1644.394197	6010.463776	5836.762673	5759.854772	3952.895341	3590.500587	6477.034311	1709.149184	1797.560135	4462.560289	4986.155411	4293.638062	5199.147787
180.0655;2.8737	5324.213116	6548.464364	46.09307982	136.5800471	126.2366363	0	211.1238386	1036.088353	3565.369271	1503.362948	9383.55056	0	987.4138073	4743.335531	7709.367192	0	135.6718883	101.5758956	0	1545.533273	171.964232	58.35780093	8511.599093	490.8895054	0	0	3510.035807	0	0	0	7369.861978	171.6994016	473.8227124	107.4798239	14072.05952	484.5803593	253.6139391	2779.719639	0	0	660.6085821	0	0	0	0	0	3283.400432	66.54837934	0	0	0	89.57591464	3837.983484	5041.972245	62.39295466	138.9198102	69.79988785	0	154.0399943	681.8467878	2326.980207	1127.978843	6962.238109	6179.120703	83.79050644	100.6346834	105.5381649	0	1050.037414	165.2603361	0	0	0	124.7688488	0	0	0	0	0	0	0	0	0	0	0	0
86.0972;0.5653	11375.21366	7612.754307	8332.632525	9122.331432	6657.626882	4585.114291	10603.08141	11387.73253	10174.32507	14985.9548	6570.397337	6866.288246	12709.59354	7865.767119	7937.125174	10557.09616	7163.764647	11189.16587	8522.567654	11087.11471	9439.109124	10621.45027	7319.205089	13602.43804	9382.964156	8277.101374	6847.212341	5069.649129	6447.368843	5276.284967	5502.726845	3207.623467	4115.122034	4217.701135	4346.210016	6903.349802	4124.431005	10052.51755	3108.268687	0	6436.19872	5310.843473	4607.644036	3724.748439	5723.731663	5973.649548	8343.693804	3238.108009	3488.492538	4581.033401	4997.596974	4053.833755	9007.948179	6170.688404	6357.501711	7560.93648	4873.917606	3335.910879	7654.812399	9060.122496	8090.331818	8651.606789	5652.358243	6948.512814	8573.304508	5603.585032	9599.338261	6635.497188	8869.276335	8719.517997	7964.634416	11969.69206	8443.485137	3897.142333	7366.097272	4313.215923	9209.688981	6589.375946	12435.78976	9917.631814	7138.056191	6334.580307	7646.446525	10417.57985	8678.47923	8331.952237
188.0712;2.2085	11073.9733	10994.77045	6508.978302	8385.970801	4838.664111	2871.73286	10341.80072	16305.22346	13147.70497	10352.35845	9251.112906	3965.789219	16475.15482	10238.87725	9294.771975	8698.218974	7291.496035	10005.393	6130.203515	14492.65967	8086.871774	8331.564342	8895.994472	17815.54025	6355.87418	6305.109222	10182.10257	3208.392884	3508.731892	2937.728372	5682.106871	2858.025029	3130.703452	4148.740175	5049.642892	5454.865175	3314.397579	11667.04358	545.275367	0	1182.351965	3003.130196	3030.276902	1184.947799	3855.802608	3685.335179	0	420.3234408	581.6587459	3250.13314	3517.11206	3921.498361	130.6677195	229.9899551	0	0	0	0	0	0	73.68739824	35.6389585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258.1688;2.6656	3632.879778	2586.824436	126.533537	370.1539914	655.6619782	373.7179082	638.063967	1624.437976	2915.35466	999.5398922	1898.526018	185.3759047	261.0619157	2320.576221	3445.877846	3111.75786	641.5119712	1133.062071	277.8898497	1634.155536	233.5507481	1688.931132	3272.277332	123.7104223	832.9522075	919.3300955	0	668.4498256	108.5709597	179.7056351	0	0	0	0	0	0	0	2443.097951	0	0	0	192.9168248	94.93674849	0	637.8857115	662.3736987	1964.356119	0	0	0	50.09907683	0	2203.869672	1471.948606	0	0	443.0389417	79.14358815	131.7623774	864.0746965	836.9511032	688.0461273	852.3254301	3123.856144	3005.976456	678.4236549	1790.144353	679.9583189	1280.721704	179.5283774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202.0479;2.8149	3180.143488	2810.424298	0	0	0	0	102.4621942	438.2326526	1463.359929	875.8024802	5244.983921	0	431.2252516	2462.027735	4737.290257	0	0	0	0	806.7800476	67.22529887	0	5058.861394	180.5071213	0	0	1381.181137	0	0	0	4455.932587	87.15390239	412.3584969	66.18121722	10179.92387	301.9768921	158.8812824	1393.214024	0	0	318.3043095	0	0	0	0	0	1120.531954	0	0	0	0	0	1891.565115	2499.704903	0	0	0	0	68.60806356	225.7762588	848.3246191	254.6592007	3633.215969	3121.232106	0	0	0	0	455.3524235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205.0978;2.2012	8051.962142	8145.266842	4674.74059	6406.083335	3746.671827	2138.935274	7681.580734	12176.44037	9775.352731	7545.794468	6930.964834	2986.902201	11837.97427	7449.359723	7070.108911	6277.352242	5422.293918	7362.007014	4435.226049	10510.32512	5895.003916	6162.389294	7047.032715	13015.54221	4461.269109	4510.981687	7342.306303	2235.287399	2584.22876	2230.5497	4093.926728	2091.249302	2206.106794	2992.005348	3625.763247	3793.328372	2381.774122	9181.953909	397.2531119	0	846.0353671	2276.352865	2230.554146	641.7094815	2667.829709	2681.925639	31.1018926	307.9876731	446.319899	2451.193987	2562.846577	2716.451977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301.0735;3.3547	2921.296338	0	1066.915874	2489.899961	1410.095745	4850.743116	2752.071389	577.043171	452.4064769	5147.266021	611.8298167	1987.689298	1061.6892	1173.902858	1343.552518	3083.582306	1613.099493	2220.907841	2657.187235	1128.28573	1063.145852	2287.933785	963.6606509	573.1782768	3286.693959	2762.263511	1087.977819	3247.304964	1572.490886	1802.427921	2554.844483	2673.358962	4596.166877	1559.135191	2469.835746	3015.24741	3203.554411	1526.855799	3382.640848	39176.22905	1583.176227	1908.500286	1842.240499	20971.66518	3287.015914	3450.988003	479.5872158	1361.09727	2099.775112	2121.904142	1627.214789	2004.181542	3023.627941	956.9504845	1262.005554	1970.115094	942.5539685	4880.586025	2330.539005	492.7064838	505.8158851	279.8039721	1012.768394	1409.09463	2642.595642	1721.706752	2273.658634	1861.161153	949.668161	1316.043929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549.2962;3.8316	1932.800012	0	1028.387576	0	0	0	0	0	210.8171292	866.6545589	0	105.1477217	100.7257387	164.7279413	639.5551267	1064.376184	413.0264007	362.3871708	350.6377907	155.0411824	98.54356988	259.3480544	95.07141193	93.10155308	186.3508935	138.9782408	57.54318468	73.08653427	65.69761687	53.0366561	104.2814243	79.36049993	0	51.95091258	113.0827193	120.8989449	96.29230513	50.60225882	171.4788569	1625.163661	0	0	0	0	0	0	212.4458426	245.719819	142.9999554	44.91935898	45.67818514	0	0	0	0	0	0	0	0	0	22.14912582	21.14479131	0	0	63.95296704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148.0606;0.3234	3114.205434	1033.060027	4586.335857	4225.837676	4951.471049	5348.093854	4552.596494	2800.505744	1316.997848	7767.356373	546.3129219	5985.009532	3973.964896	1612.492987	1731.192296	5936.778904	3757.288068	4320.125304	6329.413748	2888.603446	3936.66746	4873.334713	1349.111923	3987.974869	7962.045749	5698.59041	1962.348289	3233.109541	3656.385742	2130.212143	1906.758257	3755.817949	4426.729427	2841.354007	1010.829223	4260.963981	6328.775046	2181.460488	6231.686599	6269.916375	4827.219846	3794.756196	3169.245097	14491.97249	4981.844463	4502.860636	1687.79059	3012.176365	4246.56685	3072.677282	3560.765075	3367.915755	3274.017012	1184.33837	3697.502185	3137.743441	3049.856781	3425.298875	2490.767843	2377.449892	1407.429284	1744.164131	1080.72449	1856.721448	5649.856654	4078.013939	4514.987816	5966.531244	2676.86485	5063.972027	5255.164016	6186.196782	3378.532579	1354.123848	11898.2323	7578.338703	6046.920736	4912.956142	5139.557767	7857.116688	5585.531243	5844.95516	5548.858906	9538.172371	11719.36951	9775.560649
439.3582;7.7153	2387.737198	1987.64402	73.45474848	2592.224126	1782.838242	2180.196923	1447.543147	2758.33342	391.5173259	0	1304.908208	2877.309854	2005.320103	121.8467763	191.617954	2795.367912	1131.344726	462.4059546	1856.971573	929.4445204	2342.311565	2151.274011	415.2697222	351.9712027	2674.562191	3345.197344	1583.674576	4030.755765	2668.837927	1848.504018	919.8201916	1018.187099	1917.709704	519.1629556	517.9974403	1810.094805	1839.4869	3356.581105	2622.008454	0	404.9624811	3288.479151	3909.205125	5369.901381	4697.281316	2910.328674	2003.22859	691.742342	1035.312373	2546.507531	1181.999815	277.5581345	3051.057146	978.1228763	514.3064266	1016.159094	1673.672566	2100.11126	1700.217706	1639.092083	186.0044453	94.25299882	554.1462772	156.8644402	2967.02311	1005.108238	482.3117261	1355.471611	682.2583409	2271.747122	4192.157371	0	973.8511023	340.9448812	0	0	0	3765.744152	1866.968598	0	0	1056.982518	0	0	0	0
